Stage,Session,Trial,Step,Alpha,Gamma,Deadline,NextWay,Left,Right,Oncoming,Light,Action,Reward,TotRewd,TotPass,TotFail
3,301,1,1,0.97,0.38,20,right,,,,green,left,0.5,0.5,0,0
3,301,1,2,0.97,0.38,19,left,forward,,,green,left,0.5,1.0,0,0
3,301,1,3,0.97,0.38,18,forward,,,,red,left,-1,0.0,0,1
3,301,1,4,0.97,0.38,17,forward,,,,green,left,0.5,0.5,0,1
3,301,1,5,0.97,0.38,16,right,,,,green,left,0.5,1.0,0,1
3,301,1,6,0.97,0.38,15,right,,,,red,left,-1,0.0,0,2
3,301,1,7,0.97,0.38,14,right,,,,red,left,-1,-1.0,0,3
3,301,1,8,0.97,0.38,13,right,,,,red,right,0.5,-0.5,0,3
3,301,1,9,0.97,0.38,12,right,,,,red,right,0.5,0.0,0,3
3,301,1,10,0.97,0.38,11,forward,,,,green,left,0.5,0.5,0,3
3,301,1,11,0.97,0.38,10,right,,,,red,right,0.5,1.0,0,3
3,301,1,12,0.97,0.38,9,forward,,,,green,left,0.5,1.5,0,3
3,301,1,13,0.97,0.38,8,right,,,,green,left,0.5,2.0,0,3
3,301,1,14,0.97,0.38,7,right,,,,green,left,0.5,2.5,0,3
3,301,1,15,0.97,0.38,6,left,,,,green,left,0.5,3.0,0,3
3,301,1,16,0.97,0.38,5,forward,,,,red,right,0.5,3.5,0,3
3,301,1,17,0.97,0.38,4,left,,,,red,left,-1,2.5,0,4
3,301,1,18,0.97,0.38,3,left,,,,red,left,-1,1.5,0,5
3,301,1,19,0.97,0.38,2,left,,,,red,right,0.5,2.0,0,5
3,301,1,20,0.97,0.38,1,right,,,,green,left,0.5,2.5,0,5
3,301,1,21,0.97,0.38,0,left,,,,green,left,0.5,3.0,0,5
3,301,2,1,0.97,0.38,20,right,,,,green,left,0.5,3.5,0,5
3,301,2,2,0.97,0.38,19,left,,,,green,left,0.5,4.0,0,5
3,301,2,3,0.97,0.38,18,right,,,,red,right,0.5,4.5,0,5
3,301,2,4,0.97,0.38,17,forward,,,,red,right,0.5,5.0,0,5
3,301,2,5,0.97,0.38,16,right,,,,green,left,0.5,5.5,0,5
3,301,2,6,0.97,0.38,15,left,,,,red,right,0.5,6.0,0,5
3,301,2,7,0.97,0.38,14,right,,,,green,left,0.5,6.5,0,5
3,301,2,8,0.97,0.38,13,left,,,,red,right,0.5,7.0,0,5
3,301,2,9,0.97,0.38,12,right,,,,green,left,0.5,7.5,0,5
3,301,2,10,0.97,0.38,11,left,,,,red,right,0.5,8.0,0,5
3,301,2,11,0.97,0.38,10,forward,,,,red,right,0.5,8.5,0,5
3,301,2,12,0.97,0.38,9,left,,,,green,left,0.5,9.0,0,5
3,301,2,13,0.97,0.38,8,forward,,,,green,left,0.5,9.5,0,5
3,301,2,14,0.97,0.38,7,right,,,,green,left,0.5,10.0,0,5
3,301,2,15,0.97,0.38,6,right,,,,red,right,0.5,10.5,0,5
3,301,2,16,0.97,0.38,5,right,,,,green,left,0.5,11.0,0,5
3,301,2,17,0.97,0.38,4,forward,,,,green,left,0.5,11.5,0,5
3,301,2,18,0.97,0.38,3,right,,,,red,right,0.5,12.0,0,5
3,301,2,19,0.97,0.38,2,forward,,,,red,right,0.5,12.5,0,5
3,301,2,20,0.97,0.38,1,left,,,,red,right,0.5,13.0,0,5
3,301,2,21,0.97,0.38,0,right,,,,red,right,0.5,13.5,0,5
3,301,3,1,0.97,0.38,25,right,,,,red,right,0.5,14.0,0,5
3,301,3,2,0.97,0.38,24,forward,,,,green,left,0.5,14.5,0,5
3,301,3,3,0.97,0.38,23,right,,,,red,right,0.5,15.0,0,5
3,301,3,4,0.97,0.38,22,right,,,,red,right,0.5,15.5,0,5
3,301,3,5,0.97,0.38,21,forward,,,,green,left,0.5,16.0,0,5
3,301,3,6,0.97,0.38,20,right,,,,red,right,0.5,16.5,0,5
3,301,3,7,0.97,0.38,19,right,,,,green,left,0.5,17.0,0,5
3,301,3,8,0.97,0.38,18,forward,,,,red,right,0.5,17.5,0,5
3,301,3,9,0.97,0.38,17,left,,,,red,right,0.5,18.0,0,5
3,301,3,10,0.97,0.38,16,forward,,,,green,left,0.5,18.5,0,5
3,301,3,11,0.97,0.38,15,right,,,,red,right,10.5,29.0,1,5
3,301,4,1,0.97,0.38,30,forward,,,,red,right,0.5,29.5,1,5
3,301,4,2,0.97,0.38,29,left,,,,red,right,0.5,30.0,1,5
3,301,4,3,0.97,0.38,28,right,,,,green,left,0.5,30.5,1,5
3,301,4,4,0.97,0.38,27,left,,,,green,left,0.5,31.0,1,5
3,301,4,5,0.97,0.38,26,forward,,,,red,right,0.5,31.5,1,5
3,301,4,6,0.97,0.38,25,left,,,,green,left,0.5,32.0,1,5
3,301,4,7,0.97,0.38,24,left,,,,red,right,0.5,32.5,1,5
3,301,4,8,0.97,0.38,23,right,,,,green,left,0.5,33.0,1,5
3,301,4,9,0.97,0.38,22,right,,forward,,green,left,0.5,33.5,1,5
3,301,4,10,0.97,0.38,21,left,,,,red,right,0.5,34.0,1,5
3,301,4,11,0.97,0.38,20,right,,,,red,right,0.5,34.5,1,5
3,301,4,12,0.97,0.38,19,right,,,,green,left,0.5,35.0,1,5
3,301,4,13,0.97,0.38,18,right,,,,green,left,0.5,35.5,1,5
3,301,4,14,0.97,0.38,17,left,,,,red,right,0.5,36.0,1,5
3,301,4,15,0.97,0.38,16,right,,,,red,right,0.5,36.5,1,5
3,301,4,16,0.97,0.38,15,right,,,,green,left,0.5,37.0,1,5
3,301,4,17,0.97,0.38,14,right,,,,red,right,0.5,37.5,1,5
3,301,4,18,0.97,0.38,13,right,,,,green,left,0.5,38.0,1,5
3,301,4,19,0.97,0.38,12,forward,,,,red,right,0.5,38.5,1,5
3,301,4,20,0.97,0.38,11,left,,,,red,right,0.5,39.0,1,5
3,301,4,21,0.97,0.38,10,forward,,,,red,right,0.5,39.5,1,5
3,301,4,22,0.97,0.38,9,left,,,,red,right,0.5,40.0,1,5
3,301,4,23,0.97,0.38,8,forward,,,,green,left,0.5,40.5,1,5
3,301,4,24,0.97,0.38,7,right,,,,green,left,0.5,41.0,1,5
3,301,4,25,0.97,0.38,6,forward,,,,green,left,0.5,41.5,1,5
3,301,4,26,0.97,0.38,5,right,,,,green,left,0.5,42.0,1,5
3,301,4,27,0.97,0.38,4,forward,,,,red,right,0.5,42.5,1,5
3,301,4,28,0.97,0.38,3,left,,,,red,right,0.5,43.0,1,5
3,301,4,29,0.97,0.38,2,forward,,,,green,left,0.5,43.5,1,5
3,301,4,30,0.97,0.38,1,right,,,,red,right,0.5,44.0,1,5
3,301,4,31,0.97,0.38,0,forward,,,,green,left,0.5,44.5,1,5
3,301,5,1,0.97,0.38,35,right,,,,green,left,0.5,45.0,1,5
3,301,5,2,0.97,0.38,34,right,,,,green,left,0.5,45.5,1,5
3,301,5,3,0.97,0.38,33,left,,,,red,right,0.5,46.0,1,5
3,301,5,4,0.97,0.38,32,right,,,,red,right,0.5,46.5,1,5
3,301,5,5,0.97,0.38,31,right,,,,green,left,0.5,47.0,1,5
3,301,5,6,0.97,0.38,30,right,,,left,green,left,0.5,47.5,1,5
3,301,5,7,0.97,0.38,29,right,,,,green,left,0.5,48.0,1,5
3,301,5,8,0.97,0.38,28,forward,,,,green,left,0.5,48.5,1,5
3,301,5,9,0.97,0.38,27,right,,,right,red,left,-1,47.5,1,6
3,301,5,10,0.97,0.38,26,right,,,,green,left,0.5,48.0,1,6
3,301,5,11,0.97,0.38,25,right,,,,red,right,0.5,48.5,1,6
3,301,5,12,0.97,0.38,24,forward,,,,red,right,0.5,49.0,1,6
3,301,5,13,0.97,0.38,23,forward,,,,green,left,0.5,49.5,1,6
3,301,5,14,0.97,0.38,22,right,,,,red,right,0.5,50.0,1,6
3,301,5,15,0.97,0.38,21,forward,,,,green,left,0.5,50.5,1,6
3,301,5,16,0.97,0.38,20,right,,,,red,right,0.5,51.0,1,6
3,301,5,17,0.97,0.38,19,forward,,,,red,right,0.5,51.5,1,6
3,301,5,18,0.97,0.38,18,left,,,,green,left,0.5,52.0,1,6
3,301,5,19,0.97,0.38,17,forward,,,,red,right,0.5,52.5,1,6
3,301,5,20,0.97,0.38,16,left,,,,red,right,0.5,53.0,1,6
3,301,5,21,0.97,0.38,15,right,,,,red,right,0.5,53.5,1,6
3,301,5,22,0.97,0.38,14,right,,,,red,right,0.5,54.0,1,6
3,301,5,23,0.97,0.38,13,forward,,,,green,left,0.5,54.5,1,6
3,301,5,24,0.97,0.38,12,right,,,,green,left,0.5,55.0,1,6
3,301,5,25,0.97,0.38,11,right,,,,red,right,0.5,55.5,1,6
3,301,5,26,0.97,0.38,10,right,forward,,,green,left,0.5,56.0,1,6
3,301,5,27,0.97,0.38,9,right,,,,green,left,0.5,56.5,1,6
3,301,5,28,0.97,0.38,8,left,,,,red,right,0.5,57.0,1,6
3,301,5,29,0.97,0.38,7,right,,,,green,left,0.5,57.5,1,6
3,301,5,30,0.97,0.38,6,left,,,,green,left,0.5,58.0,1,6
3,301,5,31,0.97,0.38,5,forward,,,,green,left,0.5,58.5,1,6
3,301,5,32,0.97,0.38,4,right,,,,green,left,0.5,59.0,1,6
3,301,5,33,0.97,0.38,3,right,,,,red,right,0.5,59.5,1,6
3,301,5,34,0.97,0.38,2,right,,,,red,right,0.5,60.0,1,6
3,301,5,35,0.97,0.38,1,forward,,,,red,right,0.5,60.5,1,6
3,301,5,36,0.97,0.38,0,left,,,,red,right,0.5,61.0,1,6
3,301,6,1,0.97,0.38,20,right,,right,,red,left,-1,60.0,1,7
3,301,6,2,0.97,0.38,19,right,,,,red,right,0.5,60.5,1,7
3,301,6,3,0.97,0.38,18,forward,,,,green,left,0.5,61.0,1,7
3,301,6,4,0.97,0.38,17,right,,,,red,right,0.5,61.5,1,7
3,301,6,5,0.97,0.38,16,left,,,,green,left,10.5,72.0,2,7
3,301,7,1,0.97,0.38,20,right,,,,green,left,0.5,72.5,2,7
3,301,7,2,0.97,0.38,19,right,,,,red,right,0.5,73.0,2,7
3,301,7,3,0.97,0.38,18,right,,,,green,left,0.5,73.5,2,7
3,301,7,4,0.97,0.38,17,forward,,,,green,left,0.5,74.0,2,7
3,301,7,5,0.97,0.38,16,right,,,,red,right,0.5,74.5,2,7
3,301,7,6,0.97,0.38,15,forward,,,,red,right,0.5,75.0,2,7
3,301,7,7,0.97,0.38,14,left,,,,green,left,0.5,75.5,2,7
3,301,7,8,0.97,0.38,13,forward,,,,red,right,0.5,76.0,2,7
3,301,7,9,0.97,0.38,12,left,,,,red,right,0.5,76.5,2,7
3,301,7,10,0.97,0.38,11,right,,,,green,left,0.5,77.0,2,7
3,301,7,11,0.97,0.38,10,left,,,,red,right,0.5,77.5,2,7
3,301,7,12,0.97,0.38,9,right,,,,red,right,0.5,78.0,2,7
3,301,7,13,0.97,0.38,8,right,,,,red,right,0.5,78.5,2,7
3,301,7,14,0.97,0.38,7,forward,,,,red,right,0.5,79.0,2,7
3,301,7,15,0.97,0.38,6,left,,,,red,right,0.5,79.5,2,7
3,301,7,16,0.97,0.38,5,right,,,,red,right,0.5,80.0,2,7
3,301,7,17,0.97,0.38,4,right,,,,green,left,0.5,80.5,2,7
3,301,7,18,0.97,0.38,3,forward,,,left,red,left,-1,79.5,2,8
3,301,7,19,0.97,0.38,2,forward,,,left,red,left,-1,78.5,2,9
3,301,7,20,0.97,0.38,1,forward,,,left,red,right,0.5,79.0,2,9
3,301,7,21,0.97,0.38,0,left,,,,green,left,0.5,79.5,2,9
3,301,8,1,0.97,0.38,25,right,,,,green,left,0.5,80.0,2,9
3,301,8,2,0.97,0.38,24,forward,,,,green,left,0.5,80.5,2,9
3,301,8,3,0.97,0.38,23,right,,,,red,right,0.5,81.0,2,9
3,301,8,4,0.97,0.38,22,forward,,,,red,right,0.5,81.5,2,9
3,301,8,5,0.97,0.38,21,left,,,,green,left,0.5,82.0,2,9
3,301,8,6,0.97,0.38,20,forward,,,,green,left,0.5,82.5,2,9
3,301,8,7,0.97,0.38,19,right,,,,red,right,0.5,83.0,2,9
3,301,8,8,0.97,0.38,18,right,,,,red,right,0.5,83.5,2,9
3,301,8,9,0.97,0.38,17,forward,,,,red,right,0.5,84.0,2,9
3,301,8,10,0.97,0.38,16,right,right,,,green,left,0.5,84.5,2,9
3,301,8,11,0.97,0.38,15,left,,,,green,left,10.5,95.0,3,9
3,301,9,1,0.97,0.38,20,right,,,,green,left,0.5,95.5,3,9
3,301,9,2,0.97,0.38,19,left,,,,green,left,0.5,96.0,3,9
3,301,9,3,0.97,0.38,18,forward,,,,green,left,0.5,96.5,3,9
3,301,9,4,0.97,0.38,17,right,,,,red,right,0.5,97.0,3,9
3,301,9,5,0.97,0.38,16,forward,,,,green,left,0.5,97.5,3,9
3,301,9,6,0.97,0.38,15,right,,,,red,right,0.5,98.0,3,9
3,301,9,7,0.97,0.38,14,right,,,,red,right,0.5,98.5,3,9
3,301,9,8,0.97,0.38,13,forward,,,,green,left,0.5,99.0,3,9
3,301,9,9,0.97,0.38,12,right,,,,red,right,0.5,99.5,3,9
3,301,9,10,0.97,0.38,11,right,,,,red,right,10.5,110.0,4,9
3,301,10,1,0.97,0.38,20,right,,,,green,left,0.5,110.5,4,9
3,301,10,2,0.97,0.38,19,right,,,,red,right,0.5,111.0,4,9
3,301,10,3,0.97,0.38,18,right,,,,red,right,0.5,111.5,4,9
3,301,10,4,0.97,0.38,17,forward,,,,red,right,0.5,112.0,4,9
3,301,10,5,0.97,0.38,16,left,,,,red,right,0.5,112.5,4,9
3,301,10,6,0.97,0.38,15,right,,,,green,left,0.5,113.0,4,9
3,301,10,7,0.97,0.38,14,left,,,,green,left,0.5,113.5,4,9
3,301,10,8,0.97,0.38,13,forward,,,,red,right,0.5,114.0,4,9
3,301,10,9,0.97,0.38,12,left,,,,red,right,0.5,114.5,4,9
3,301,10,10,0.97,0.38,11,right,,,,red,right,0.5,115.0,4,9
3,301,10,11,0.97,0.38,10,right,,,,red,right,0.5,115.5,4,9
3,301,10,12,0.97,0.38,9,forward,,,,green,left,0.5,116.0,4,9
3,301,10,13,0.97,0.38,8,right,,,,red,right,0.5,116.5,4,9
3,301,10,14,0.97,0.38,7,forward,,,,green,left,0.5,117.0,4,9
3,301,10,15,0.97,0.38,6,right,,,,red,right,0.5,117.5,4,9
3,301,10,16,0.97,0.38,5,left,,,,red,right,0.5,118.0,4,9
3,301,10,17,0.97,0.38,4,forward,,,,red,right,0.5,118.5,4,9
3,301,10,18,0.97,0.38,3,right,,,,red,right,0.5,119.0,4,9
3,301,10,19,0.97,0.38,2,right,,,,red,right,0.5,119.5,4,9
3,301,10,20,0.97,0.38,1,left,,,,red,right,0.5,120.0,4,9
3,301,10,21,0.97,0.38,0,forward,,,,green,left,0.5,120.5,4,9
3,301,11,1,0.97,0.38,30,left,,,,red,right,0.5,121.0,4,9
3,301,11,2,0.97,0.38,29,forward,,,,red,right,0.5,121.5,4,9
3,301,11,3,0.97,0.38,28,left,,,,green,left,0.5,122.0,4,9
3,301,11,4,0.97,0.38,27,forward,,,,red,right,0.5,122.5,4,9
3,301,11,5,0.97,0.38,26,left,,,,green,left,0.5,123.0,4,9
3,301,11,6,0.97,0.38,25,forward,,,,red,right,0.5,123.5,4,9
3,301,11,7,0.97,0.38,24,left,,,,green,left,0.5,124.0,4,9
3,301,11,8,0.97,0.38,23,forward,,,,red,right,0.5,124.5,4,9
3,301,11,9,0.97,0.38,22,left,,,,red,right,0.5,125.0,4,9
3,301,11,10,0.97,0.38,21,right,,,,red,right,0.5,125.5,4,9
3,301,11,11,0.97,0.38,20,right,,,,red,right,0.5,126.0,4,9
3,301,11,12,0.97,0.38,19,forward,,,,green,left,0.5,126.5,4,9
3,301,11,13,0.97,0.38,18,right,,,,green,left,0.5,127.0,4,9
3,301,11,14,0.97,0.38,17,right,,,,red,right,0.5,127.5,4,9
3,301,11,15,0.97,0.38,16,right,,,,green,left,0.5,128.0,4,9
3,301,11,16,0.97,0.38,15,right,,,,green,left,0.5,128.5,4,9
3,301,11,17,0.97,0.38,14,left,,,,red,right,0.5,129.0,4,9
3,301,11,18,0.97,0.38,13,right,,,,green,left,0.5,129.5,4,9
3,301,11,19,0.97,0.38,12,left,,,,green,left,0.5,130.0,4,9
3,301,11,20,0.97,0.38,11,forward,,,,red,right,0.5,130.5,4,9
3,301,11,21,0.97,0.38,10,left,,,,red,right,0.5,131.0,4,9
3,301,11,22,0.97,0.38,9,right,,,,green,left,0.5,131.5,4,9
3,301,11,23,0.97,0.38,8,left,,,,green,left,0.5,132.0,4,9
3,301,11,24,0.97,0.38,7,forward,,,,red,right,0.5,132.5,4,9
3,301,11,25,0.97,0.38,6,left,,,,red,right,0.5,133.0,4,9
3,301,11,26,0.97,0.38,5,right,,,,red,right,0.5,133.5,4,9
3,301,11,27,0.97,0.38,4,right,,,,red,right,0.5,134.0,4,9
3,301,11,28,0.97,0.38,3,forward,,,,green,left,0.5,134.5,4,9
3,301,11,29,0.97,0.38,2,right,,,,green,left,0.5,135.0,4,9
3,301,11,30,0.97,0.38,1,right,,,,red,right,0.5,135.5,4,9
3,301,11,31,0.97,0.38,0,right,,,,red,right,0.5,136.0,4,9
3,301,12,1,0.97,0.38,25,right,,,,green,left,0.5,136.5,4,9
3,301,12,2,0.97,0.38,24,forward,,,,green,left,0.5,137.0,4,9
3,301,12,3,0.97,0.38,23,right,,,,red,right,0.5,137.5,4,9
3,301,12,4,0.97,0.38,22,forward,,,,red,right,0.5,138.0,4,9
3,301,12,5,0.97,0.38,21,left,,,,red,right,0.5,138.5,4,9
3,301,12,6,0.97,0.38,20,right,,,,red,right,0.5,139.0,4,9
3,301,12,7,0.97,0.38,19,right,,,,red,right,0.5,139.5,4,9
3,301,12,8,0.97,0.38,18,forward,,,,green,left,0.5,140.0,4,9
3,301,12,9,0.97,0.38,17,right,,,,green,left,0.5,140.5,4,9
3,301,12,10,0.97,0.38,16,right,,,,red,right,0.5,141.0,4,9
3,301,12,11,0.97,0.38,15,right,,,,green,left,0.5,141.5,4,9
3,301,12,12,0.97,0.38,14,forward,,,,green,left,0.5,142.0,4,9
3,301,12,13,0.97,0.38,13,right,,,,green,left,0.5,142.5,4,9
3,301,12,14,0.97,0.38,12,forward,,,,green,left,0.5,143.0,4,9
3,301,12,15,0.97,0.38,11,right,,,,green,left,0.5,143.5,4,9
3,301,12,16,0.97,0.38,10,forward,,,,green,left,0.5,144.0,4,9
3,301,12,17,0.97,0.38,9,right,,,,red,right,0.5,144.5,4,9
3,301,12,18,0.97,0.38,8,forward,,,,green,left,0.5,145.0,4,9
3,301,12,19,0.97,0.38,7,right,,,,green,left,0.5,145.5,4,9
3,301,12,20,0.97,0.38,6,right,,,,green,left,0.5,146.0,4,9
3,301,12,21,0.97,0.38,5,left,,,,green,left,0.5,146.5,4,9
3,301,12,22,0.97,0.38,4,forward,,,,red,right,0.5,147.0,4,9
3,301,12,23,0.97,0.38,3,left,,,,red,right,0.5,147.5,4,9
3,301,12,24,0.97,0.38,2,right,,,,green,left,0.5,148.0,4,9
3,301,12,25,0.97,0.38,1,left,,,,red,right,0.5,148.5,4,9
3,301,12,26,0.97,0.38,0,forward,,,,red,right,0.5,149.0,4,9
3,301,13,1,0.97,0.38,20,forward,,,,red,right,0.5,149.5,4,9
3,301,13,2,0.97,0.38,19,left,,,,red,right,0.5,150.0,4,9
3,301,13,3,0.97,0.38,18,right,,,,green,left,0.5,150.5,4,9
3,301,13,4,0.97,0.38,17,left,,,,green,left,0.5,151.0,4,9
3,301,13,5,0.97,0.38,16,forward,,,,green,left,0.5,151.5,4,9
3,301,13,6,0.97,0.38,15,right,,,,green,left,0.5,152.0,4,9
3,301,13,7,0.97,0.38,14,right,,,,red,right,0.5,152.5,4,9
3,301,13,8,0.97,0.38,13,right,,,,red,right,0.5,153.0,4,9
3,301,13,9,0.97,0.38,12,forward,,,,red,right,0.5,153.5,4,9
3,301,13,10,0.97,0.38,11,left,,,,red,right,0.5,154.0,4,9
3,301,13,11,0.97,0.38,10,right,,,,green,left,0.5,154.5,4,9
3,301,13,12,0.97,0.38,9,left,,,,green,left,0.5,155.0,4,9
3,301,13,13,0.97,0.38,8,forward,,,,green,left,0.5,155.5,4,9
3,301,13,14,0.97,0.38,7,right,,,,green,left,0.5,156.0,4,9
3,301,13,15,0.97,0.38,6,right,,left,,green,left,0.5,156.5,4,9
3,301,13,16,0.97,0.38,5,left,,,,red,right,0.5,157.0,4,9
3,301,13,17,0.97,0.38,4,right,,,,red,right,0.5,157.5,4,9
3,301,13,18,0.97,0.38,3,right,,,,green,left,0.5,158.0,4,9
3,301,13,19,0.97,0.38,2,forward,,,,green,left,0.5,158.5,4,9
3,301,13,20,0.97,0.38,1,right,,,,green,left,0.5,159.0,4,9
3,301,13,21,0.97,0.38,0,forward,,,,green,left,0.5,159.5,4,9
3,301,14,1,0.97,0.38,50,forward,,,,green,left,0.5,160.0,4,9
3,301,14,2,0.97,0.38,49,right,,,,green,left,0.5,160.5,4,9
3,301,14,3,0.97,0.38,48,right,,,,green,left,0.5,161.0,4,9
3,301,14,4,0.97,0.38,47,left,,,,green,left,0.5,161.5,4,9
3,301,14,5,0.97,0.38,46,forward,,,,green,left,0.5,162.0,4,9
3,301,14,6,0.97,0.38,45,right,,,,red,right,0.5,162.5,4,9
3,301,14,7,0.97,0.38,44,forward,,,,red,right,0.5,163.0,4,9
3,301,14,8,0.97,0.38,43,left,,,,red,right,0.5,163.5,4,9
3,301,14,9,0.97,0.38,42,right,,,,red,right,0.5,164.0,4,9
3,301,14,10,0.97,0.38,41,right,,,,red,right,0.5,164.5,4,9
3,301,14,11,0.97,0.38,40,forward,,,,green,left,0.5,165.0,4,9
3,301,14,12,0.97,0.38,39,right,,,,red,right,0.5,165.5,4,9
3,301,14,13,0.97,0.38,38,forward,,,,green,left,0.5,166.0,4,9
3,301,14,14,0.97,0.38,37,right,,,,green,left,0.5,166.5,4,9
3,301,14,15,0.97,0.38,36,right,,,,red,right,0.5,167.0,4,9
3,301,14,16,0.97,0.38,35,right,,,,red,right,0.5,167.5,4,9
3,301,14,17,0.97,0.38,34,forward,,,,red,right,0.5,168.0,4,9
3,301,14,18,0.97,0.38,33,left,,,,red,right,0.5,168.5,4,9
3,301,14,19,0.97,0.38,32,right,,,,green,left,0.5,169.0,4,9
3,301,14,20,0.97,0.38,31,left,,,,red,right,0.5,169.5,4,9
3,301,14,21,0.97,0.38,30,right,,,,green,left,0.5,170.0,4,9
3,301,14,22,0.97,0.38,29,left,,,,green,left,0.5,170.5,4,9
3,301,14,23,0.97,0.38,28,forward,,,,red,right,0.5,171.0,4,9
3,301,14,24,0.97,0.38,27,left,,,,red,right,0.5,171.5,4,9
3,301,14,25,0.97,0.38,26,right,,,,green,left,0.5,172.0,4,9
3,301,14,26,0.97,0.38,25,left,,,,red,right,0.5,172.5,4,9
3,301,14,27,0.97,0.38,24,right,,,,green,left,0.5,173.0,4,9
3,301,14,28,0.97,0.38,23,left,,,,green,left,0.5,173.5,4,9
3,301,14,29,0.97,0.38,22,forward,,,,red,right,0.5,174.0,4,9
3,301,14,30,0.97,0.38,21,left,,,,green,left,0.5,174.5,4,9
3,301,14,31,0.97,0.38,20,forward,,,,red,right,0.5,175.0,4,9
3,301,14,32,0.97,0.38,19,left,,,,green,left,0.5,175.5,4,9
3,301,14,33,0.97,0.38,18,forward,,,,green,left,0.5,176.0,4,9
3,301,14,34,0.97,0.38,17,right,,,,green,left,0.5,176.5,4,9
3,301,14,35,0.97,0.38,16,right,,,,green,left,0.5,177.0,4,9
3,301,14,36,0.97,0.38,15,left,forward,,,red,left,-1,176.0,4,10
3,301,14,37,0.97,0.38,14,left,forward,,,green,left,0.5,176.5,4,10
3,301,14,38,0.97,0.38,13,forward,,,,red,right,0.5,177.0,4,10
3,301,14,39,0.97,0.38,12,left,,,,red,right,0.5,177.5,4,10
3,301,14,40,0.97,0.38,11,right,,,,red,right,0.5,178.0,4,10
3,301,14,41,0.97,0.38,10,right,,,,red,right,0.5,178.5,4,10
3,301,14,42,0.97,0.38,9,forward,,,,green,left,0.5,179.0,4,10
3,301,14,43,0.97,0.38,8,right,,,,green,left,0.5,179.5,4,10
3,301,14,44,0.97,0.38,7,right,,,,green,left,0.5,180.0,4,10
3,301,14,45,0.97,0.38,6,left,,,,green,left,0.5,180.5,4,10
3,301,14,46,0.97,0.38,5,forward,,,,red,right,0.5,181.0,4,10
3,301,14,47,0.97,0.38,4,left,,,,red,right,0.5,181.5,4,10
3,301,14,48,0.97,0.38,3,right,,,,red,right,0.5,182.0,4,10
3,301,14,49,0.97,0.38,2,right,,,,red,right,0.5,182.5,4,10
3,301,14,50,0.97,0.38,1,forward,,,,red,right,0.5,183.0,4,10
3,301,14,51,0.97,0.38,0,left,,,,green,left,0.5,183.5,4,10
3,301,15,1,0.97,0.38,20,left,,,,green,left,0.5,184.0,4,10
3,301,15,2,0.97,0.38,19,forward,,,,red,right,0.5,184.5,4,10
3,301,15,3,0.97,0.38,18,right,,,,red,right,0.5,185.0,4,10
3,301,15,4,0.97,0.38,17,right,,,,red,right,0.5,185.5,4,10
3,301,15,5,0.97,0.38,16,right,,,,green,left,0.5,186.0,4,10
3,301,15,6,0.97,0.38,15,right,,,,green,left,0.5,186.5,4,10
3,301,15,7,0.97,0.38,14,right,,,,red,right,0.5,187.0,4,10
3,301,15,8,0.97,0.38,13,right,,,,green,left,0.5,187.5,4,10
3,301,15,9,0.97,0.38,12,right,,,,green,left,0.5,188.0,4,10
3,301,15,10,0.97,0.38,11,left,,,,green,left,0.5,188.5,4,10
3,301,15,11,0.97,0.38,10,forward,,,,green,left,0.5,189.0,4,10
3,301,15,12,0.97,0.38,9,right,,,,red,right,10.5,199.5,5,10
3,301,16,1,0.97,0.38,20,left,,,,green,left,0.5,200.0,5,10
3,301,16,2,0.97,0.38,19,forward,,,,red,right,0.5,200.5,5,10
3,301,16,3,0.97,0.38,18,left,,,,green,left,0.5,201.0,5,10
3,301,16,4,0.97,0.38,17,left,,,,green,left,0.5,201.5,5,10
3,301,16,5,0.97,0.38,16,forward,,,,red,right,0.5,202.0,5,10
3,301,16,6,0.97,0.38,15,right,,,,green,left,0.5,202.5,5,10
3,301,16,7,0.97,0.38,14,left,,,,red,right,0.5,203.0,5,10
3,301,16,8,0.97,0.38,13,right,,,,red,right,0.5,203.5,5,10
3,301,16,9,0.97,0.38,12,right,,,,red,right,0.5,204.0,5,10
3,301,16,10,0.97,0.38,11,forward,,,,green,left,0.5,204.5,5,10
3,301,16,11,0.97,0.38,10,right,,,,red,right,0.5,205.0,5,10
3,301,16,12,0.97,0.38,9,right,,,,green,left,0.5,205.5,5,10
3,301,16,13,0.97,0.38,8,right,,,,red,right,0.5,206.0,5,10
3,301,16,14,0.97,0.38,7,right,,,,green,left,0.5,206.5,5,10
3,301,16,15,0.97,0.38,6,left,,,,green,left,0.5,207.0,5,10
3,301,16,16,0.97,0.38,5,left,,,,green,left,0.5,207.5,5,10
3,301,16,17,0.97,0.38,4,forward,,,,green,left,0.5,208.0,5,10
3,301,16,18,0.97,0.38,3,right,,,,red,right,0.5,208.5,5,10
3,301,16,19,0.97,0.38,2,right,,,,green,left,0.5,209.0,5,10
3,301,16,20,0.97,0.38,1,right,,,,red,right,0.5,209.5,5,10
3,301,16,21,0.97,0.38,0,right,,,,green,left,0.5,210.0,5,10
3,301,17,1,0.97,0.38,55,forward,,,,green,left,0.5,210.5,5,10
3,301,17,2,0.97,0.38,54,right,,,,red,right,0.5,211.0,5,10
3,301,17,3,0.97,0.38,53,forward,,,,green,left,0.5,211.5,5,10
3,301,17,4,0.97,0.38,52,right,,,,green,left,0.5,212.0,5,10
